student_id,student_level,academic_level,legal_sex,race_ethnicity,us_citizen,wi_residency,age_group,credits_enrolled,plan_school_college,academic_plan,term_admit_type,full_time_part_time,home_region_type,home_location,home_latitude,home_longitude,origin_institution_type,origin_institution_name,origin_institution_code,origin_institution_city,origin_institution_state
12355,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Resident,22 to 29,17,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12356,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Walworth,42.6678,-88.5413,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12357,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Walworth,42.6678,-88.5413,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12358,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Resident,22 to 29,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12359,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12360,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12361,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Brown,44.4646,-87.9779,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12362,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,US State,Minnesota,46.25,-94.25,High School,Eagan High School,28853,Eagan,Minnesota
12363,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,22 to 29,12,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,US State,New Jersey,40.16,-74.49,High School,New Glarus High School,11619,New Glarus,Wisconsin
12364,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Resident,22 to 29,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12365,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12366,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12367,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Maryland,39.4444,-77.0834,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12368,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12369,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12370,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,18,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Michigan,43.1045,-84.6165,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12371,Undergraduate,Sophomore,Male,Black,U.S. Citizen,Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Part Time,WI County,Marathon,44.8951,-89.7693,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12372,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12373,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Pennsylvania,40.86,-77.9,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12374,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dodge,43.413,-88.7032,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12375,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Non-Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12376,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12377,Undergraduate,Sophomore,Male,Black,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12378,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12379,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12380,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,16,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12381,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12382,Undergraduate,Sophomore,Female,Hispanic,U.S. Citizen,Non-Resident,22 to 29,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Connecticut,41.6227,-72.7028,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12383,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Missouri,38.25,-92.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12384,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",First Time Undergraduate,Full Time,WI County,Waukesha,43.0181,-88.3044,High School,Waukesha North High School,11466,Waukesha,Wisconsin
12385,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12386,Undergraduate,Sophomore,Male,Black,U.S. Citizen,Resident,30 to 39,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Wood,44.4689,-90.0212,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12387,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,22 to 29,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Pennsylvania,40.86,-77.9,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12388,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12389,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,New Jersey,40.16,-74.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12390,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12391,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,12,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12392,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,13,Business,"Bus: Finance, Invest&Bank BBA",Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12393,Undergraduate,Sophomore,Female,Intl.,Non-Citizen,Non-Resident,18 to 21,17,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12394,Undergraduate,Sophomore,Male,Asian,U.S. Citizen,Non-Resident,18 to 21,15,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12395,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Non-Resident,18 to 21,16,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,US State,New York,43.0,-75.49,High School,Verona Area High School,11748,Verona,Wisconsin
12396,Undergraduate,Sophomore,Male,Black,U.S. Citizen,Resident,18 to 21,15,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Outagamie,44.419,-88.4637,High School,Brookfield East High School,11266,Brookfield,Wisconsin
12397,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Milwaukee,43.0178,-87.9818,High School,Wauwatosa East High School,11770,Wauwatosa,Wisconsin
12398,Undergraduate,Sophomore,Male,Black,U.S. Citizen,Resident,40 to 49,12,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12399,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,16,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,Maryland,39.4444,-77.0834,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12400,Undergraduate,Sophomore,Female,Hispanic,U.S. Citizen,Resident,18 to 21,17,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Waukesha,43.0181,-88.3044,High School,Robert M Lafollette Hs,11800,Madison,Wisconsin
12401,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,14,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12402,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12403,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,22 to 29,15,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,US State,Massachusetts,42.3616,-72.1839,High School,Brookfield East High School,11266,Brookfield,Wisconsin
12404,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12405,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,30 to 39,14,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Columbia,43.4614,-89.3035,High School,Franklin High School,11346,Franklin,Wisconsin
12406,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,La Crosse,43.9075,-91.1276,High School,Oregon High School,11637,Oregon,Wisconsin
12407,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,30 to 39,13,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,New Jersey,40.16,-74.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12408,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,16,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Waukesha,43.0181,-88.3044,High School,Madison East High School,11518,Madison,Wisconsin
12409,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,12,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Dane,43.073,-89.4247,High School,Homestead High School,11420,Mequon,Wisconsin
12410,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,18,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12411,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12412,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Resident,18 to 21,16,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12413,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,New York,43.0,-75.49,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12414,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,12,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,WI County,Marathon,44.8951,-89.7693,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12415,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,15,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Rock,42.6692,-89.072,High School,Neenah High School,11612,Neenah,Wisconsin
12416,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,13,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Eau Claire,44.7306,-91.286,High School,Arrowhead High School,11376,Hartland,Wisconsin
12417,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,22 to 29,15,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Milwaukee,43.0178,-87.9818,High School,Monona Grove High School,11523,Monona,Wisconsin
12418,Undergraduate,Sophomore,Female,Asian,U.S. Citizen,Non-Resident,18 to 21,14,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12419,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,22 to 29,13,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,US State,Illinois,40.0,-89.25,High School,Appleton North High School,11485,Appleton,Wisconsin
12420,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,14,Business,Bus: Entrepreneurship BBA,First Time Undergraduate,Full Time,WI County,Dane,43.073,-89.4247,High School,Ronald W Reagan Coll Prep Hs,4270413,Milwaukee,Wisconsin
12421,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12422,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,16,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,Texas,31.25,-99.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12423,Undergraduate,Sophomore,Female,Unknown,U.S. Citizen,Resident,18 to 21,14,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,WI County,Sauk,43.3945,-89.8965,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12424,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,17,Business,Bus: Entrepreneurship BBA,Undergraduate Transfer,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12425,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,13,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,WI County,Walworth,42.6678,-88.5413,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12426,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,Minnesota,46.25,-94.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12427,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,22 to 29,16,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,US State,Illinois,40.0,-89.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12428,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Resident,18 to 21,15,Business,Bus: Entrepreneurship BBA,Continuing,Full Time,WI County,Ozaukee,43.3679,-87.9585,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12429,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,12,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Eau Claire,44.7306,-91.286,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12430,Undergraduate,Sophomore,Female,Intl.,Non-Citizen,Non-Resident,18 to 21,15,Business,Bus: Actuarial Science BBA,Continuing,Full Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12431,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Resident,30 to 39,15,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12432,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,22 to 29,14,Business,Bus: Actuarial Science BBA,Continuing,Full Time,International,India,22.741,78.236,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12433,Undergraduate,Sophomore,Male,Intl.,Non-Citizen,Non-Resident,18 to 21,15,Business,Bus: Actuarial Science BBA,First Time Undergraduate,Full Time,International,India,22.741,78.236,High School,Edina High School,28848,Edina,Minnesota
12434,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,14,Business,Bus: Actuarial Science BBA,Continuing,Part Time,WI County,Waukesha,43.0181,-88.3044,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12435,Undergraduate,Sophomore,Male,Unknown,U.S. Citizen,Resident,22 to 29,13,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12436,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,14,Business,Bus: Actuarial Science BBA,Continuing,Full Time,US State,California,37.25,-119.75,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12437,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,18,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12438,Undergraduate,Sophomore,Female,White,U.S. Citizen,Non-Resident,18 to 21,16,Business,Bus: Actuarial Science BBA,Continuing,Full Time,US State,Missouri,38.25,-92.5,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12439,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,15,Business,Bus: Actuarial Science BBA,First Time Undergraduate,Full Time,US State,Illinois,40.0,-89.25,High School,Wayzata High School,28797,Plymouth,Minnesota
12440,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,40 to 49,17,Business,Bus: Actuarial Science BBA,First Time Undergraduate,Full Time,WI County,Kenosha,42.5814,-88.0586,High School,Brookfield Central High School,11265,Brookfield,Wisconsin
12441,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,13,Business,Bus: Actuarial Science BBA,First Time Undergraduate,Full Time,US State,Minnesota,46.25,-94.25,High School,Franklin High School,11346,Franklin,Wisconsin
12442,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,17,Business,Bus: Actuarial Science BBA,Continuing,Full Time,US State,Ohio,40.25,-83.0,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12443,Undergraduate,Sophomore,Male,Hispanic,U.S. Citizen,Resident,18 to 21,14,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Columbia,43.4614,-89.3035,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12444,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,15,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Outagamie,44.419,-88.4637,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12445,Undergraduate,Sophomore,Female,White,U.S. Citizen,Resident,18 to 21,15,Business,Bus: Actuarial Science BBA,Undergraduate Transfer,Full Time,WI County,Dane,43.073,-89.4247,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12446,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,16,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Sheboygan,43.715,-87.9328,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12447,Undergraduate,Sophomore,Male,White,U.S. Citizen,Resident,18 to 21,17,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12448,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Resident,18 to 21,14,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Racine,42.7271,-88.0428,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12449,Undergraduate,Sophomore,Male,White,U.S. Citizen,Non-Resident,18 to 21,12,Business,Bus: Actuarial Science BBA,Continuing,Full Time,US State,Texas,31.25,-99.25,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12450,Undergraduate,Sophomore,Male,2 or more races,U.S. Citizen,Resident,22 to 29,16,Business,Bus: Actuarial Science BBA,Continuing,Full Time,WI County,Milwaukee,43.0178,-87.9818,N/A,N/A - Continuing/Graduate,N/A,N/A,N/A
12451,Undergraduate,Sophomore,Female,Unknown,U.S. Citizen,Resident,18 to 21,13,Business,Bus: Actuarial Science BBA,First Time Undergraduate,Full Time,WI County,Milwaukee,43.0178,-87.9818,High School,Lane Technical High School,21845,Chicago,Illinois
